COMPETENCIA;IBGE;UF;MUNICIPIO;CNES;NOME_FANTASIA;RAZAO_SOCIAL;CNPJ_PROPRIO;CNPJ_MANTENEDORA;TIPO_GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP
202107;320500;ES;SERRA;2499479;UNIDADE BASICA DE SAUDE NOVA ALMEIDA;PREFEITURA MUNICIPAL DA SERRA;;2,71741E+13;M;AVENIDA COLATINENSE;S/N;NOVA ALMEIDA;29182005
202107;320500;ES;SERRA;2499495;ESF DE PITANGA;PREFEITURA MUNICIPAL DA SERRA;;2,71741E+13;M;RUA ARISTIDES CORREA;S/N;PITANGA;29169820
202107;320501;ES;SOORETAMA;2499398;UNIDADE ESF CHUMBADO;PREFEITURA MUNICIPAL DE SOORETAMA;;1,61216E+12;M;RUA PRINCIPAL;S/N;CORREGO CHUMBADO;29927000
202107;320501;ES;SOORETAMA;2675668;UNIDADE ESF DALVO LOUREIRO;PREFEITURA MUNICIPAL DE SOORETAMA;;1,61216E+12;M;RUA ELCIO MARQUES;300;DALVO LOUREIRO;29927000
202107;320501;ES;SOORETAMA;2675706;LABORSOL;SOORETAMA DIAGNOSTICO LTDA;4,71253E+12;;M;RUA CRISTO REI;154;CENTRO;29927000
202107;320515;ES;VILA PAVAO;2484870;POSTO DE SAUDE DERLY CAMILA RUBIM HUBNER;PREFEITURA MUNICIPAL DE VILA PAVAO;;3,63503E+13;M;RUA PRINCIPAL;S/N;PRACA RICA;29843000
202107;320520;ES;VILA VELHA;2403404;UNIDADE BASICA DE SAUDE SAO TORQUATO;MUNICIPAL DE VILA VELHA;;2,71656E+13;M;RUA SAO PEDRO;89;SAO TORQUATO;29114440
202107;320520;ES;VILA VELHA;2444925;UNIDADE BASICA DE SAUDE VALE ENCANTADO;MUNICIPAL DE VILA VELHA;;2,71656E+13;M;AVENIDA SAO GABRIEL DA PALHA;S/N;VALE ENCANTADO;29113300
202107;320520;ES;VILA VELHA;2465787;HOSPITAL MUNICIPAL DE COBILANDIA;MUNICIPAL DE VILA VELHA;2,71656E+13;2,71656E+13;M;RUA FLUVIOPOLIS;S/N;COBILANDIA;29111240
202107;320520;ES;VILA VELHA;6075827;RAMOS SERVICOS MEDICOS LTDA;RAMOS SERVICOS MEDICOS LTDA;8,56935E+12;;M;MOEMA;25;DIVINO ESPIRITO SANT;29107250
202107;320180;ES;DIVINO DE SAO LOURENCO;6439357;SECRETARIA MUNICIPAL DE SAUDE;PREFEITURA MUNICIPAL DE DIVINO DE SAO LOURENCO;;2,71741E+13;M;AV PEDRO BATISTA DE AGUIAR;S/N;SANTA CRUZ;29590000
202107;320260;ES;ICONHA;3375714;INALDO JOSE PAGANOTTI;INALDO JOSE PAGANOTTI;;;M;AV DANILO MONTEIRO DE CASTRO SALA 206;278;JARDIM JANDIRA;29280000
202107;320150;ES;COLATINA;6275303;MURADCOR CENTRO DE AVALIACAO CARDIO VASCULAR LTDA;MURADCOR CENTRO DE AVALIACAO CARDIO VASCULAR LTDA;9,45534E+12;;M;CASSIANO CASTELO;169;CENTRO;29700060
202107;320090;ES;BARRA DE SAO FRANCISCO;6275354;ODONTOLASER;DANILO SAMPAIO DE ALMEIDA;;;M;AV PREFEITO MANOEL VILA;520;CENTRO;29800000
202107;320090;ES;BARRA DE SAO FRANCISCO;6276806;ODONTOCLIN;VALERIA FREITAS CARVALHOS MUNHOS;;;M;AV JONES DOS SANTOS NEVES;505;CENTRO;29800000
202107;320240;ES;GUARAPARI;2357836;CLINICA ODONTOPEDIATRICA GUARAPARI;CLINICA ODONTOPEDIATRICA GUARAPARI LTDA;2,83449E+13;;M;AV DAVINO MATTOS;55;CENTRO;29200430
202107;320240;ES;GUARAPARI;2357852;ROBSON DUARTE COBE;ROBSON DUARTE COBE;;;M;RUA HORACIO SANTANA;260;PARQUE AREIA PRETA;29200750
202107;320150;ES;COLATINA;2628813;CARLOS TADEU MARIANELLI;CARLOS TADEU MARIANELLI;;;M;RUA SANTA MARIA;66;CENTRO;29700200
202107;320150;ES;COLATINA;2628856;DOUGLAS XAVIER;DOUGLAS XAVIER;;;M;AV ANGELO GIUBERTI;117;ESPLANADA;29702712
202107;320150;ES;COLATINA;2628902;PAULO ROBERTO MARTINS;CLINICA MEDICA MARTINS LTDA;9,98822E+11;;M;AV ANGELO GIUBERTI;117;CENTRO;29702060
202107;320150;ES;COLATINA;2628996;JOSEMAR PERAZZINI;JOZEMAR PERAZZINI;;;M;RUA CASSIANO CASTELO;260;CENTRO;29700060
202107;320150;ES;COLATINA;2629011;DIANE DE OLIVEIRA REIS;DIANE DE OLIVEIRA REIS;;;M;RUA MICHEL DALLA;30;CENTRO;29700100
202107;320150;ES;COLATINA;2629054;FLORENCIO ANTONIO CAON;FLORENCIO ANTONIO CAON;;;M;AV GETULIO VARGAS;500;CENTRO;29700010
202107;320150;ES;COLATINA;2629127;CARLA GUIMARAES BERMOND;CARLA GUIMARAES BERMOND;;;M;RUA GERALDO PEREIRA;71;CENTRO;29700130
202107;320520;ES;VILA VELHA;2485869;UNIDADE DE SAUDE DA FAMILIA BARRA DO JUCU;MUNICIPAL DE VILA VELHA;;2,71656E+13;M;RUA VASCO COUTINHO;S/N;BARRA DO JUCU;29125024
202107;320520;ES;VILA VELHA;2485885;UNIDADE BASICA DE SAUDE DE COQUEIRAL DE ITAPARICA;MUNICIPAL DE VILA VELHA;;2,71656E+13;M;RUA JOSE FELIX CHEIN;S/N;COQUEIRAL ITAPARICA;29100290
202107;320490;ES;SAO MATEUS;3293092;DENTFARMA;DENTFARMA ODONTE FARMACIA LTDA ME;2,89354E+12;;M;RUA JOAO BENTO SILVARES;214;CENTRO;29930020
202107;320490;ES;SAO MATEUS;3293114;MARIA DAS GRACAS LADEIRA RESENDE BOTTA;MARIA DAS GRACAS LADEIRA RESENDE BOTTA;;;M;RUA BARAO DOS AYMORES;13;CENTRO;29930340
202107;320490;ES;SAO MATEUS;3293149;GENI GARUZZI LOUREIRO BONOMO;GENI GARUZZI LOUREIRO BONOMO;;;M;RUA ELIAS JOGAIB;501;BOA VISTA;29931210
202107;320520;ES;VILA VELHA;9402217;ODONTOCLIN;RENATA ESCAPINI FANCHIOTTI ME;2,79554E+13;;M;VITORIA REGIA;1481;JARDIM COLORADO;29104590
202107;320390;ES;NOVA VENECIA;6264719;ENDOCRINOCLIN;DR KARLLA VIEIRA CAMPOS RICATTO;;;M;AVENIDA DR ANTONIO SANTOS NEVES;17;MARGARETH;29830000
202107;320470;ES;SAO GABRIEL DA PALHA;6225187;LIS CONSULTE;MILENA RIGO ARRIGONI;;;M;RUA DR IVAN LUIZ BARCELOS;150;CENTRO;29780000
202107;320470;ES;SAO GABRIEL DA PALHA;6258131;CONSULTORIO ODONTOLOGICO DR BRENO FERREIRA DA FONSECA;FERREIRA ODONTOLOGIA;1,07975E+13;;M;AV GRACIANO NEVES;17;CENTRO;29780000
202107;320490;ES;SAO MATEUS;6237304;USF MANOEL SALUSTIANO IDEAL;PREFEITURA MUNICIPAL DE SAO MATEUS;;2,71675E+13;M;RUA ERMELINO CARNEIRO SOBRINHO;S/N;FATIMA;29933600
202107;320520;ES;VILA VELHA;6254322;HELIO MONTEIRO DE MORAES;HELIO MONTEIRO DE MORAES;;;M;RUA DOUTOR OLIVIO LIRA;353;PRAIA DA COSTA;29101260
202107;320520;ES;VILA VELHA;6254357;JOAO EVANGELISTA TEIXEIRA LIMA;JOAO EVANGELISTA TEIXEIRA LIMA;;;M;AVENIDA CHAMPAGNAT;583;PRAIA DA COSTA;29100010
202107;320520;ES;VILA VELHA;6254373;ORIENTACAO CONSULTORIA E ASSESSORIA EM SAUDE OCUPACIONAL;ORIENTACAO CONSULTORIA ASSESSORIA E ATENDIMENTO EM SAUDE S;8,07556E+11;;M;CABO AYLSON SIMOES;560;CENTRO DE VILA VELHA;29100320
202107;320520;ES;VILA VELHA;6254411;VIRGINIA PAULA DE ARAUJO CID;VIRGINIA PAULA DE ARAUJO CID;;;M;AVENIDA DOUTOR OLIVIO LIRA;353;PRAIA DA COSTA;29101950
202107;320090;ES;BARRA DE SAO FRANCISCO;6265707;CONSULTORIO ODONTOLOGICO DR SERGIO EDUARDO ALVES SILVA;SERGIO EDUARDO ALVES SILVA;;;M;AV JONES DOS SANTOS NEVES;437;CENTRO;29800000
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;6259022;MARCUS SOARES DE LIMA;MARCUS SOARES DE LIMA;;;M;RUA KONRAD ADENAUWER;10;GILBERTO MACHADO;29303370
202107;320390;ES;NOVA VENECIA;6264697;DR ALDO DELEVEDOVE;DR ALDO DELEVEDOVE;;;M;AVENIDA DR ANTONIO SANTOS NEVES;148;MARGARETH;29830000
202107;320130;ES;CARIACICA;6257771;UNIMED FACIL DE CAMPO GRANDE;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;2,75784E+13;;M;AVENIDA CAMPO GRANDE;26;CAMPO GRANDE;29146300
202107;320220;ES;FUNDAO;6252893;BEM VIVER FISIOTERAPIA;ROBERTA PEDRINI DE SOUZA ME;1,08133E+13;;M;RUA SEZENANDO BRAGA;97;CENTRO;29185000
202107;320500;ES;SERRA;6206107;ESF DE PLANALTO SERRANO BLOCO B;PREFEITURA MUNICIPAL DA SERRA;;2,71741E+13;M;AVENIDA BRASILIA;S/N;PLANALTO SERRANO BLO;29178520
202107;320460;ES;SANTA TERESA;6479715;ESF DE SAO LOURENCO TABOCAS SANTA TERESA ES;SECRETARIA MUNICIPAL DE SAUDE DE SANTA TERESA ES;;2,71674E+13;M;RUA CORONEL AVANCINI;S/N;CENTRO;29650000
202107;320140;ES;CASTELO;6250718;STELLA ARAUJO SPERANDIO;STELLA ARAUJO SPERANDIO;;;M;AVENIDA SCANDAR NEMER;70;INDEPENDENCIA;29360000
202107;320500;ES;SERRA;3246868;CIRURGIA PLASTICA CAPIXABA LTDA;CIRURGIA PLASTICA CAPIXABA LTDA;3,90119E+12;;M;RODOVIA BR 101 KM 2 NORTE;S/N;CARAPINA;29161900
202107;320500;ES;SERRA;3246965;M M OTORRINOS LTDA EPP;M M OTORRINOS LTDA EPP;1,36914E+12;;M;RODOVIA BR 101 NORTE KM 2;S/N;ROSARIO DE FATIMA;29161900
202107;320500;ES;SERRA;3247090;ZAPATA SERVICOS MEDICOS;LUIS MIGUEL ZAPATA CARRERO;9,66118E+12;;M;RODOVIA BR 101 NORTE;S/N;BOA VISTA;29161001
202107;320500;ES;SERRA;3248577;VICENTINI SERVICOS MEDICOS;VICENTINI SERVICOS MEDICOS;1,42297E+12;;M;AV CENTRAL;64;PARQUE RESIDENCIAL L;29165130
202107;320530;ES;VITORIA;3257169;CECOES;CENTRO DE CIRURGIA OCULAR DO ESPIRITO SANTO LTDA EPP;3,62902E+12;;E;RUA DESEMBARGADOR FERREIRA COELHO;304;PRAIA DO SUA;29052210
202107;320150;ES;COLATINA;6250610;CINTYA SERRANO VESHESKI;CINTYA SERRANO VESHESKI;;;M;RUA BARTOVINO COSTA;258;VILA NOVA;29702020
202107;320455;ES;SANTA MARIA DE JETIBA;6227201;VIGILANCIA AMBIENTAL DE SANTA MARIA DE JETIBA;PREFEITURA MUNICIPAL DE SANTA MARIA DE JETIBA;;3,63884E+13;M;RUA HENRIQUE POTRATZ;359;CENTRO;29645000
202107;320013;ES;AGUIA BRANCA;7205295;SEMSA AGUIA BRANCA;SECRETARIA MUNICIPAL DE SAUDE DE AGUIA BRANCA;;3,17966E+13;M;RUA PAULINOMASSUCATTI;330;CENTRO;29795000
202107;320520;ES;VILA VELHA;6221629;CLINICA ESPECIALIZADA DA MULHER;CLINICA ESPECIALIZADA DA MULHER LTDA;3,84114E+12;;M;HENRIQUE MOSCOSO;457;PRAIA DA COSTA;29101345
202107;320530;ES;VITORIA;12041;CENTRO DE ATENCAO PSICOSSOCIAL AD III;MUNICIPIO DE VITORIA;;2,71421E+13;M;RUA ALVARO SARLO;S/N;ILHA DE SANTA MARIA;29051100
202107;320530;ES;VITORIA;12076;UNIDADE BASICA DE SAUDE ILHA DAS CAIEIRAS;MUNICIPIO DE VITORIA;;2,71421E+13;M;AVENIDA BEIRA MAR;S/N;SAO PEDRO I;29030010
202107;320530;ES;VITORIA;12114;UNIDADE BASICA DE SAUDE BAIRRO DA PENHA GILSON SANTOS;MUNICIPIO DE VITORIA;;2,71421E+13;M;RUA PADRE LUIS KOESTER;S/N;BAIRRO DA PENHA;29047290
202107;320530;ES;VITORIA;12157;UNIDADE BASICA DE SAUDE ILHA DE SANTA MARIA;MUNICIPIO DE VITORIA;;2,71421E+13;M;RUA JOAO BASTOS VIEIRA;S/N;ILHA DE SANTA MARIA;29051200
202107;320455;ES;SANTA MARIA DE JETIBA;5853877;ESF DE VILA NOVA STA MARIA DE JETIBA;PREFEITURA MUNICIPAL DE SANTA MARIA DE JETIBA;;3,63884E+13;M;RUA JOSE MULLER;88;VILA NOVA;29645000
202107;320320;ES;LINHARES;5859336;CENTRO DE REABILITACAO FONODIOLOGICA DE LINHARES;CENTRO DE REABILITACAO FONODIOLOGICA DE LINHARES LTDA;9,54204E+12;;M;AV JOAO FELIPE CALMON;978;CENTRO;29900010
202107;320130;ES;CARIACICA;3340430;SAMCOR CLINICA MEDICA E CARDIOLOGIA;SAMCOR SERVICOS DE ASSISTENCIA MEDICA S S LTDA;3,9264E+13;;M;RUA VALE DO RIO DOCE;1760;CAMPO GRANDE;29146110
202107;320130;ES;CARIACICA;3340457;DRA DULCE E DR JOSE LUIZ MORAES MEDICOS ASSOCIADOS LT;CLINICA PEDIATRICA DRA DULCE E DR JOSE LUIZ MORAES SC ME;3,73942E+12;;M;AVENIDA EXPEDITO GARCIA;55;CAMPO GRANDE;29146200
202107;320130;ES;CARIACICA;3340503;HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS S A;HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS S A;3,07796E+13;;E;AVENIDA MINISTRO EURICO SALLES;370;CAMPO GRANDE;29146140
202107;320140;ES;CASTELO;8010005;MAGDA VIEIRA DE MORAES;MAGDA VIEIRA DE MORAES;;;M;AVENIDA NOSSA SENHORA DA PENHA;349;CENTRO;29360000
202107;320140;ES;CASTELO;3054713;RITA DE CASSIA GRILLO TRAVAGLIA;RITA DE CASSIA GRILLO TRAVAGLIA;;;M;RUA CRUZ MAIA;90;CENTRO;29360000
202107;320140;ES;CASTELO;3054748;ROBERTA FIGUEIREDO RAMOS;ROBERTA FIGUEIREDO RAMOS;;;M;GALERIA HELIO LIBARDI;S/N;CENTRO;29360000
202107;320040;ES;ANCHIETA;4044479;UNIDADE ESF ESB CENTRO III ROSEMARY PIRES VASCONCELOS ROVE;PREFEITURA MUNICIPAL DE ANCHIETA;;2,71427E+13;M;ESTRADA JABAQUARA;S/N;NOVA ESPERANCA;29230000
202107;320520;ES;VILA VELHA;2546825;UNIDADE BASICA DE SAUDE DE VILA GARRIDO;MUNICIPAL DE VILA VELHA;;2,71656E+13;M;RUA SEBASTIAO GABA;S/N;VILA GARRIDO;29116300
202107;320020;ES;ALEGRE;2447517;ESF DO BAIRRO VILA ALTA;SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO;;2,71741E+13;M;RUA MARIA CARVALHO CARNEIRO;S/N;NOVA ALEGRE;29500000
202107;320020;ES;ALEGRE;2447584;ESF DO BAIRRO VILA DO SUL;SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO;;2,71741E+13;M;RUA LUIZ ALBANI;S/N;VILA DO SUL;29500000
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;5691842;R R CONSULTORIO DERMATOLOGICO LTDA;R R CONSULTORIO DERMATOLOGICO LTDA;9,10154E+12;;M;AVENIDA FRANCISCO LACERDA DE AGUIAR;177191;CENTRO;29303387
202107;320530;ES;VITORIA;5745578;PROSAUDE MEDICINA FISICA E REABILITACAO;CENTRO DE MEDICINA FISICA E REABILITACAO LTDA;3,18236E+13;;E;RUA ALVIM SOARES BERMUDES;91;MORADA DE CAMBURI;29062515
202107;320530;ES;VITORIA;5751209;ANTONIO CARLOS MIRANDA;ANTONIO CARLOS MIRANDA;;;M;RUA DAS PALMEIRAS;795;SANTA LUCIA;29056210
202107;320520;ES;VILA VELHA;9396829;CEDEM;CEDEM CENTRO DE ESPECIALIDADES MEDICAS EIRELI;2,52007E+13;;M;CASTELO BRANCO;553;PRAIA DA COSTA;29101485
202107;320520;ES;VILA VELHA;5751195;BRUNA DE CASSIA REGIANI;BRUNA DE CASSIA REGIANI;;;M;RUA ITAPAGIPE;223;GLORIA;29101485
202107;320520;ES;VILA VELHA;5752981;COPI CENTRO ODONTOLOGICO DE PERIODONTIA E IMPLANTE LTDA;BERNARDINA CHIARELLI ODONTOLOGIA ESPECIALIZADA S S LTDA;4,82795E+12;;M;PROFESSOR TELMO DE SOUZA TORRES;255;PRAIA DA COSTA;29101295
202107;320320;ES;LINHARES;3252760;NAPS NUCLEO DE ATENCAO E PROMOCAO DA SAUDE;NAPS NUCLEO DE ATENCAO E PROMOCAO DA SAUDE;;2,71674E+13;M;AVENIDA GOVERNADOR LINDERBERG;1225;CENTRO;29900210
202107;320280;ES;ITAPEMIRIM;2447193;ASSOCIACAO DOS PLANTADORES DE CANA;ASSOCIACAO DOS PLANTADORES DE CANA DO ES;2,70794E+13;;M;AV CRISTIANO DIAS LOPES FILHO;S/N;CENTRO;29330000
202107;320332;ES;MARATAIZES;2523019;CLINDI BARRA;CLINICA E DIAGNOSTICO BARRA LTDA;8,39799E+11;;M;AV CRISTIANO DIAS LOPES;2282;BARRA DO ITAPEMIRIM;29345000
202107;320400;ES;PANCAS;5772613;UNIDADE DE SAUDE DA FAMILIA EUCLIDES INACIO DA SILVA;PREFEITURA MUNICIPAL DE PANCAS ES;;2,71742E+13;M;RODOVIA ANTIMO BERALDO DOS REIS;S/N;ZONA RURAL;29750000
202107;320080;ES;BAIXO GUANDU;2445476;USF DO ROSARIO;PREFEITURA MUNICIPAL DE BAIXO GUANDU;;2,71657E+13;M;RUA GERONIMO MONTEIRO;S/N;ROSARIO I;29730000
202107;320080;ES;BAIXO GUANDU;2445573;SINDICATO DOS TRABALHADORES RURAIS DE BAIXO GUANDU;SINDICATO DOS TRABALHADORES RURAIS DE BAIXO GUANDU;2,71324E+13;;M;AVN 10 DE ABRIL;265;CENTRO;29730000
202107;320115;ES;BREJETUBA;2675498;USF SAO JORGE DOLERMINA RIBEIRO;PREFEITURA MUNICIPAL DE BREJETUBA;;1,61267E+12;M;SAO JORGE DE OLIVEIRA;S/N;ZONA RURAL;29630000
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;2485680;SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM;SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM;2,71871E+13;;E;RUA DOUTOR RAULINDO DE OLIVEIRA;67;CENTRO;29300150
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;2485702;INSTITUTO PATOLOGIA PIERRI LTDA;INSTITUTO PATOLOGIA PIERRI LTDA;2,748E+13;;M;RUA RAULINO DE OLIVEIRA;36;CENTRO;29300150
202107;320500;ES;SERRA;3189384;AGALMA;AGALMA CENTRO CLINICO TERAPEUTICO LTDA;6,11883E+11;;M;AVENIDA CIVIT;619;LARANJEIRAS;29165680
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;3419487;ALDO CESAR PUREZA CALADO;ALDO CESAR PUREZA CALADO;;;M;RUA RUI BARBOSA;71;CENTRO;29300040
202107;320040;ES;ANCHIETA;6120288;SHF SERVICOS HOSPITALARES DE FISIOTERAPIA LTDA;SHF SERVICOS HOSPITALARES DE FISIOTERAPIA LTDA;1,03208E+13;;M;R PADRE JOAO ARRIAGUI;47;CENTRO;29230000
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;6106072;LINDOLFO GANDRA COSTA;LINDOLFO GANDRA COSTA;;;M;ISIDORO BARBIERI;15;CENTRO;29300160
202107;320180;ES;DIVINO DE SAO LOURENCO;5870291;LABORATORIO KASHIMA;LABORATORIO KASHIMA DE ANALISES CLINICAS LTDA ME;3,92878E+13;;M;RUA MARIA GOMES DE AGUIAR;S/N;CENTRO;29590000
202107;320500;ES;SERRA;6114687;ODONTOSOL SS LTDA;ODONTOSOL S S LTDA;2,88716E+13;;M;RUA JOSE MOREIRA MARTINS RATO;1345;BAIRRO DE FATIMA;29160790
202107;320530;ES;VITORIA;6129056;DAN FERREIRA DE MENDONCA;DAN FERREIRA DE MENDONCA;;;M;RUA JOSE FARIAS;98;SANTA LUIZA;29045495
202107;320530;ES;VITORIA;6115942;VERUSKA FABIANA PEREIRA ANTUNES CHIEPPE;VERUSKA FABIANA PEREIRA ANTUNES CHIEPPE;;;M;AVENIDA ANISIO FERNANDES COELHO;586;JARDIM DA PENHA;29060670
202107;320530;ES;VITORIA;6128866;FERNANDO RONCHI;FERNANDO RONCHI;;;M;AVENIDA RIO BRANCO;310;SANTA LUCIA;29056255
202107;320490;ES;SAO MATEUS;6114008;ERICSSON PESSANHA FIILHO;ERICSSON PESSANHA FILHO;;;M;RUA MESQUITA NETO;10;CENTRO;29930270
202107;320506;ES;VENDA NOVA DO IMIGRANTE;6130216;GIOVANA GOMES SILVEIRA ARRUDA;GIOVANA GOMES SILVEIRA ARRUDA;;;M;AVENIDA DOMINGOS PERIM;237;CENTRO;29375000
202107;320405;ES;PEDRO CANARIO;2678241;CENTRO DE ESPECIALIDADES;PREFEITURA MUNICIPAL DE PEDRO CANARIO;;2,85399E+13;M;AV ALBERTO DOS REIS CASTRO;S/N;CENTRO;29970000
202107;320435;ES;RIO BANANAL;2494361;US SAO FRANCISCO;PREFEITURA MUNICIPAL DE RIO BANANAL;;2,77441E+13;M;ESTRADA SAO FRANCISCO;S/N;ZONA RURAL;29920000
202107;320490;ES;SAO MATEUS;7865635;OCEANO AZUL DIAGNOSTICOS;OCEANO AZUL DIAGNOSTICOS LTDA ME;2,07442E+13;;M;RUA DA LIBERDADE;248;CENTRO;29930130
202107;320460;ES;SANTA TERESA;3345017;ODONTOABES CLINICA ODONTOLOGICA;ODONTOABES CLINICA ODONTOLOGICA LTDA;4,81267E+12;;M;AVENIDA GETULIO VARGAS;130;CENTRO;29650000
202107;320460;ES;SANTA TERESA;3345033;CLISANT;RICARDO FRAGA OLIVIERI;;;M;RUA PERICLES NASCIMENTO;65;ECO;29650000
202107;320390;ES;NOVA VENECIA;5694159;DR GEOVANA MACHADO DE MELLO;DR GEOVANA MACHADO DE MELLO;;;M;AVENIDA MATEUS TOSCANO;256;MUNICIPAL I;29830000
202107;320340;ES;MIMOSO DO SUL;2447975;US DE CONCEICAO DO MUQUI;PREFEITURA MUNICIPAL DE MIMOSO DO SUL;;2,71741E+13;M;RUA PRINCIPAL;S/N;CONCEICAO DO MUQUI;29400000
202107;320150;ES;COLATINA;2629445;MARIA HELENA DE MARTIN LAZZARI;MARIA HELENA DE MARTIN LAZZARI;;;M;RUA MICHEL DALLA;30;CENTRO;29700100
202107;320150;ES;COLATINA;2629577;MARCELO VACCARI DOS REIS;MARCELO VACCARI DOS REIS;;;M;RUA ALEXANDRE CALMON;247;CENTRO;29700040
202107;320405;ES;PEDRO CANARIO;3254895;CLINICA ODONTOLOGICA DR ROSEANE ROCHA LOZER;ROSEANE ROCHA LOZER;;;M;AV JOSE JESUINO DA ROCHA;926;CENTRO;29970000
202107;320405;ES;PEDRO CANARIO;3254933;DR LUIZ CARLOS SGRANCIO;LUIZ CARLOS SGRANCIO MEE;4,86834E+12;;M;PRACA PRESIDENTE CASTELO BRANCO;20;CENTRO;29970000
202107;320150;ES;COLATINA;6049176;SEPERANDIO REZENDE ASSISTENCIA MEDICA LTDA;SPERANDIO REZENDE ASSISTENCIA MEDICA LTDA;9,08847E+12;;M;CASSIANO CASTELO;396;CENTRO;29700060
202107;320350;ES;MONTANHA;6033792;CLINICA DE ULTRASONOGRAFIA INTRA LIFE;JUARES PRATES DOS SANTOS;7,32609E+12;;M;AV GETULIO VARGAS;671;CENTRO;29890000
202107;320490;ES;SAO MATEUS;6052177;ODONTO X;CLINICA RADIOLOGIA ODONTOLOGICA DE SAO MATEUS LTDA ME;4,7201E+12;;M;RUA BARAO DOS AYMORES;192;CENTRO;29930340
202107;320245;ES;IBATIBA;2448262;POLICLINICA MUNICIPAL PREFEITO SONITER MIRANDA SARAIVA;MUNICIPIO DE IBATIBA;;2,77442E+13;M;AV AFONSO CLAUDIO;S/N;CENTRO;29395000
202107;320503;ES;VARGEM ALTA;2448076;UNIDADE BASICA DE SAUDE DE CAPIVARA;PREFEITURA MUNICIPAL DE VARGEM ALTA;;3,17236E+13;M;CAPIVARA;S/N;CAPIVARA;29295000
202107;320460;ES;SANTA TERESA;6103030;DKL;DKL SERVICOS RADIOLOGICOS LTDA ME;7,74265E+12;;M;AVENIDA DAS ACACIAS;417;JARDIM DA MONTANHA;29650000
202107;320425;ES;PONTO BELO;2483777;POSTO DE SAUDE MUNICIPAL DALMASIO;PREFEITURA MUNICIPAL DE PONTO BELO;;1,61433E+12;M;COMUNIDADE NOSSA SENHORA D AJUDA;S/N;CENTRO;29885000
202107;320430;ES;PRESIDENTE KENNEDY;2446618;UNIDADE SANITARIA CANCELAS;PREFEITURA MUNICIPAL DE PRESIDENTE KENNEDY;;2,71657E+13;M;RUA PRINCIPAL;1;CANCELAS;29350000
202107;320530;ES;VITORIA;11886;LABORATORIO CENTRAL MUNICIPAL;MUNICIPIO DE VITORIA;;2,71421E+13;M;ALMIRANTE BARROSO;S/N;PRAIA DO SUA;29052170
202107;320530;ES;VITORIA;11908;UNIDADE BASICA DE SAUDE MARIA ORTIZ;MUNICIPIO DE VITORIA;;2,71421E+13;M;RUA PROFESSOR RENATO RIBEIRO DOS SANTOS;S/N;MARIA ORTIZ;29070310
202107;320530;ES;VITORIA;11975;UNIDADE DE SAUDE DO QUADRO;MUNICIPIO DE VITORIA;;2,71421E+13;M;RUA LUCIDATO VIEIRA FALCAO;S/N;MORRO DO QUADRO;29027160
202107;320150;ES;COLATINA;6066526;MTRAB MEDICINA E SEGURANCA DO TRABALHO;CLIMPET CLINICA INTEGRADA DE MEDICINA PREVENTIVA E TERAPEUTI;1,37275E+12;;M;ALEXANDRE CALMON;247;CENTRO;29700040
202107;320460;ES;SANTA TERESA;6341365;ESF CENTENARIO PENHA SANTA TERESA ES;SECRETARIA MUNICIPAL DE SAUDE DE SANTA TERESA;;2,71674E+13;M;RUA DARLY NERTY VELVLOET;446;CENTRO;29650000
202107;320320;ES;LINHARES;6059465;FARMACIA CIDADA DE LINHARES;SECRETARIA DE ESTADO DA SAUDE;;2,70806E+13;E;RUA JOAO FRANCISCO CALMON;1866;CENTRO;29900143
202107;320530;ES;VITORIA;6063853;CRISTIANO NEGRI MODENESI;CRISTIANO NEGRI MODENESI;;;M;PRACA SAN MARTIN;84;PRAIA DO CANTO;29055170
202107;320506;ES;VENDA NOVA DO IMIGRANTE;6059538;FARMACIA CIDADA ESTADUAL DE VENDA NOVA DO IMIGRANTE;SECRETARIA DE ESTADO DA SAUDE;;2,70806E+13;E;RUA BONGAVILE;55;VILA BETANIA;29375000
202107;320501;ES;SOORETAMA;273058;FARMACIA MACHADO;FARMACIA MACHADO LTDA;1,02838E+13;;M;VISTA ALEGRE;564;CENTRO;29927000
202107;320500;ES;SERRA;7520662;CAP CENTRO DE ATENDIMENTO PSICOLOGICO LTDA EPP;CAP CENTRO DE ATENDIMENTO PSICOLOGICO LTDA EPP;1,25842E+12;;M;AV PRIMEIRA AVENIDA;72;LARANJEIRAS;29165150
